District_Name,Soil_color,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Crop,Fertilizer,Link
Hyderabad,Black,90,55,115,7,1100,35,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo
Hyderabad,Black,95,55,115,7,1100,35,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo
Hyderabad,Black,100,55,115,7,1100,35,Sugarcane,DAP,https://youtu.be/2t5Am0xLTOo
Hyderabad,Black,75,60,100,7.5,1200,20,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
Hyderabad,Black,80,60,100,7.5,1200,20,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
Hyderabad,Black,85,60,100,7.5,1200,20,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
Hyderabad,Black,90,60,100,7.5,1200,20,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
Hyderabad,Black,95,60,100,7.5,1200,20,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
Hyderabad,Black,100,60,100,7.5,1200,20,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
Hyderabad,Black,75,50,105,6.5,1300,25,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
Hyderabad,Black,80,50,105,6.5,1300,25,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
Hyderabad,Black,85,50,105,6.5,1300,25,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
Hyderabad,Black,90,50,105,6.5,1300,25,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
Hyderabad,Black,95,50,105,6.5,1300,25,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
Hyderabad,Black,100,50,105,6.5,1300,25,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
Hyderabad,Black,75,55,110,7,1400,30,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
Hyderabad,Black,80,55,110,7,1400,30,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
Hyderabad,Black,85,55,110,7,1400,30,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
Hyderabad,Black,90,55,110,7,1400,30,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
Hyderabad,Black,95,55,110,7,1400,30,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
Hyderabad,Black,100,55,110,7,1400,30,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
Hyderabad,Black,75,60,115,7.5,1500,35,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
Hyderabad,Black,80,60,115,7.5,1500,35,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
Hyderabad,Black,85,60,115,7.5,1500,35,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
Hyderabad,Black,90,60,115,7.5,1500,35,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
Hyderabad,Black,95,60,115,7.5,1500,35,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
Hyderabad,Black,100,60,115,7.5,1500,35,Sugarcane,MOP,https://youtu.be/2t5Am0xLTOo
Hyderabad,Black,20,25,25,6.5,600,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,25,25,25,6.5,600,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,30,25,25,6.5,600,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,35,25,25,6.5,600,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,40,25,25,6.5,600,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,20,30,30,7,700,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,25,30,30,7,700,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,30,30,30,7,700,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,35,30,30,7,700,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,40,30,30,7,700,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,20,35,35,7.5,800,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,25,35,35,7.5,800,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,30,35,35,7.5,800,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,35,35,35,7.5,800,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,40,35,35,7.5,800,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,20,25,40,6.5,600,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,25,25,40,6.5,600,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,30,25,40,6.5,600,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,35,25,40,6.5,600,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,40,25,40,6.5,600,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,20,30,25,7,700,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,25,30,25,7,700,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,30,30,25,7,700,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,35,30,25,7,700,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,40,30,25,7,700,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,20,35,30,7.5,800,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,25,35,30,7.5,800,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,30,35,30,7.5,800,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,35,35,30,7.5,800,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,40,35,30,7.5,800,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,20,25,35,6.5,600,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,25,25,35,6.5,600,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,30,25,35,6.5,600,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,35,25,35,6.5,600,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,40,25,35,6.5,600,25,Jowar,Urea,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,20,30,40,7,700,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,25,30,40,7,700,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,30,30,40,7,700,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,35,30,40,7,700,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,40,30,40,7,700,30,Jowar,Urea,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,20,35,25,7.5,800,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,25,35,25,7.5,800,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,30,35,25,7.5,800,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,35,35,25,7.5,800,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,40,35,25,7.5,800,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,20,25,30,6.5,600,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,25,25,30,6.5,600,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,30,25,30,6.5,600,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,35,25,30,6.5,600,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,40,25,30,6.5,600,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,20,30,35,7,700,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,25,30,35,7,700,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,30,30,35,7,700,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,35,30,35,7,700,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,40,30,35,7,700,25,Jowar,SSP,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,20,35,40,7.5,800,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,25,35,40,7.5,800,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,30,35,40,7.5,800,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,35,35,40,7.5,800,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,40,35,40,7.5,800,30,Jowar,SSP,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,40,20,20,6,600,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,45,20,20,6,600,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,50,20,20,6,600,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,40,25,25,6.5,700,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,45,25,25,6.5,700,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,50,25,25,6.5,700,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,40,20,25,7,800,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,45,20,25,7,800,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,50,20,25,7,800,25,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,40,25,20,7.5,600,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,45,25,20,7.5,600,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
Hyderabad,Black,50,25,20,7.5,600,30,Jowar,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
Hyderabad,Red,100,40,50,6,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,105,40,50,6,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,110,40,50,6,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,115,40,50,6,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,120,40,50,6,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,125,40,50,6,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,130,40,50,6,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,135,40,50,6,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,140,40,50,6,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,145,40,50,6,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,150,40,50,6,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,100,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,105,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,110,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,115,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,120,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,125,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,130,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,135,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,140,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,145,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,150,45,55,6.5,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,100,50,60,7,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,105,50,60,7,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,110,50,60,7,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,115,50,60,7,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,120,50,60,7,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,125,50,60,7,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,130,50,60,7,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,135,50,60,7,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,140,50,60,7,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,145,50,60,7,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,150,50,60,7,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,100,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,105,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,110,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,115,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,120,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,125,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,130,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,135,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,140,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,145,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,150,55,65,7.5,800,25,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,100,60,70,6,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,105,60,70,6,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,110,60,70,6,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,115,60,70,6,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,120,60,70,6,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,125,60,70,6,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,130,60,70,6,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,135,60,70,6,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,140,60,70,6,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,145,60,70,6,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,150,60,70,6,900,30,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,100,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,105,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,110,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,115,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,120,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,125,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,130,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,135,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,140,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,145,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,150,40,75,6.5,1000,35,Cotton,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,100,45,50,6,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,105,45,50,6,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,110,45,50,6,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,115,45,50,6,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,120,45,50,6,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,125,45,50,6,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,130,45,50,6,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,135,45,50,6,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,140,45,50,6,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,145,45,50,6,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,150,45,50,6,800,25,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,100,50,55,6.5,900,30,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,105,50,55,6.5,900,30,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,110,50,55,6.5,900,30,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,115,50,55,6.5,900,30,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,120,50,55,6.5,900,30,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,125,50,55,6.5,900,30,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,130,50,55,6.5,900,30,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,135,50,55,6.5,900,30,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,140,50,55,6.5,900,30,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,145,50,55,6.5,900,30,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,150,50,55,6.5,900,30,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,100,55,60,7,1000,35,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,105,55,60,7,1000,35,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,110,55,60,7,1000,35,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,115,55,60,7,1000,35,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,120,55,60,7,1000,35,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Hyderabad,Red,125,55,60,7,1000,35,Cotton,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
